client_hash_id,decline_score,reason_codes
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.72,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.72,unstable ranking position
client_fef1a8f436438636,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.72,unstable ranking position
client_fef1a8f436438636,0.72,already low impressions
client_fef1a8f436438636,0.72,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.72,unstable ranking position; already low impressions
client_fef1a8f436438636,0.72,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.72,over-reliant on one query
client_fef1a8f436438636,0.72,unstable ranking position
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.72,over-reliant on one query
client_8ddc46da5414ffd8,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.72,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.72,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.72,unstable ranking position
client_fef1a8f436438636,0.72,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.72,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.72,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.72,unstable ranking position; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_b77d0d5f08f05e64,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_3197e6291363b4db,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,relies on rare/long-tail queries
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_8ddc46da5414ffd8,0.715,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_fef1a8f436438636,0.715,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,unstable ranking position; already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,already low impressions
client_9958f0a7ae1df715,0.715,relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_e5c2aa26a8598242,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,over-reliant on one query
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,unstable ranking position
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,unstable ranking position; already low impressions
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_3197e6291363b4db,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_e5c2aa26a8598242,0.715,unstable ranking position
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_9958f0a7ae1df715,0.715,relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_9958f0a7ae1df715,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_9958f0a7ae1df715,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,over-reliant on one query
client_8ddc46da5414ffd8,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,already low impressions
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,over-reliant on one query
client_9958f0a7ae1df715,0.715,already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_8ddc46da5414ffd8,0.715,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_9958f0a7ae1df715,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,unstable ranking position
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; over-reliant on one query
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_3197e6291363b4db,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_3197e6291363b4db,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_3197e6291363b4db,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_3197e6291363b4db,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,over-reliant on one query
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_fef1a8f436438636,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_fef1a8f436438636,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,relies on rare/long-tail queries; over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_62f4a7e64f5e0096,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.715,relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.715,already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position
client_62f4a7e64f5e0096,0.715,unstable ranking position
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions; over-reliant on one query
client_73cda7b4e4f265ea,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_e5c2aa26a8598242,0.715,unstable ranking position; relies on rare/long-tail queries
client_8ddc46da5414ffd8,0.715,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.715,unstable ranking position; already low impressions; over-reliant on one query
client_fef1a8f436438636,0.715,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_62f4a7e64f5e0096,0.715,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.71,unstable ranking position; already low impressions
client_73cda7b4e4f265ea,0.71,"moderate signals, no single driver"
client_fef1a8f436438636,0.71,unstable ranking position; already low impressions
client_fef1a8f436438636,0.71,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.71,"moderate signals, no single driver"
client_fef1a8f436438636,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,unstable ranking position
client_73cda7b4e4f265ea,0.71,unstable ranking position; relies on rare/long-tail queries
client_73cda7b4e4f265ea,0.71,"moderate signals, no single driver"
client_73cda7b4e4f265ea,0.71,unstable ranking position; relies on rare/long-tail queries
client_62f4a7e64f5e0096,0.71,"moderate signals, no single driver"
client_e5c2aa26a8598242,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,unstable ranking position; relies on rare/long-tail queries; already low impressions
client_fef1a8f436438636,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,unstable ranking position; relies on rare/long-tail queries
client_fef1a8f436438636,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,over-reliant on one query
client_62f4a7e64f5e0096,0.71,unstable ranking position; already low impressions
client_9958f0a7ae1df715,0.71,already low impressions; over-reliant on one query
client_8ddc46da5414ffd8,0.71,"moderate signals, no single driver"
client_62f4a7e64f5e0096,0.71,unstable ranking position; relies on rare/long-tail queries; already low impressions
